num_of_process,activation,batch_size,epoch,loss
4,sigmoid,2048,12,0.05385097623925147
4,sigmoid,4096,0,0.7112543449169094
4,sigmoid,4096,1,0.08714189577005392
4,sigmoid,4096,2,0.06887938535690304
4,sigmoid,4096,3,0.06338313461387583
4,sigmoid,4096,4,0.06131588149150727
4,sigmoid,4096,5,0.06021292396814129
4,sigmoid,4096,6,0.05939228315048376
4,sigmoid,4096,7,0.05870024328453204
4,sigmoid,4096,8,0.05809228310176644
4,sigmoid,4096,9,0.057552150048258754
4,sigmoid,4096,10,0.05707800721638304
4,sigmoid,4096,11,0.056657165135480955
4,sigmoid,4096,12,0.056282895080563576
4,sigmoid,4096,13,0.05595066025158148
4,sigmoid,8192,0,0.9710032826348796
4,sigmoid,8192,1,0.45076176141944196
4,sigmoid,8192,2,0.09581963881363609
4,sigmoid,8192,3,0.07835810182466361
4,sigmoid,8192,4,0.0710384983811147
4,sigmoid,8192,5,0.06668195401542854
4,sigmoid,8192,6,0.06413110713562914
4,sigmoid,8192,7,0.06262218237494238
4,sigmoid,8192,8,0.06165734539486374
4,sigmoid,8192,9,0.06096403915107678
4,sigmoid,8192,10,0.060434106758677664
4,sigmoid,8192,11,0.05998090495767017
4,sigmoid,16384,0,0.994757000581435
4,sigmoid,16384,1,0.9473206910489462
4,sigmoid,16384,2,0.6662514620737053
4,sigmoid,16384,3,0.23516107357553456
4,sigmoid,16384,4,0.10445921492599963
4,sigmoid,16384,5,0.08718418403718756
4,sigmoid,16384,6,0.08068872376028008
4,sigmoid,16384,7,0.07604237585489634
4,sigmoid,16384,8,0.07243881764964506
4,sigmoid,16384,9,0.06964659590841288
4,sigmoid,16384,10,0.06750485588254412
4,sigmoid,16384,11,0.06586691603594508
4,sigmoid,16384,12,0.06461265064036863
4,sigmoid,16384,13,0.06365344249030669
4,sigmoid,16384,14,0.06291436604725359
4,sigmoid,16384,15,0.06232434979563062
4,sigmoid,16384,16,0.06185183949707461
4,tanh,512,0,0.07384519262110852
4,tanh,512,1,0.051835907303521
4,tanh,512,2,0.04935474032289338
4,tanh,512,3,0.04702990508771648
4,tanh,512,4,0.04428389177849347
4,tanh,512,5,0.04164973667954224
4,tanh,512,6,0.03973639740214145
4,tanh,512,7,0.038278865265034476
4,tanh,512,8,0.03733802280795443
4,tanh,512,9,0.03677390819944093
4,tanh,512,10,0.03640851147898473
4,tanh,512,11,0.036150340566285175
4,tanh,512,12,0.035954979376295944
4,tanh,1024,0,0.09372968070239979
4,tanh,1024,1,0.05396259628585724
4,tanh,1024,2,0.05246649944969889
4,tanh,1024,3,0.05120204173268783
4,tanh,1024,4,0.04993467123104178
4,tanh,1024,5,0.04877082655329701
4,tanh,1024,6,0.04763940824377478
4,tanh,1024,7,0.046418570756086894
4,tanh,1024,8,0.04502806543382295
4,tanh,1024,9,0.043542889080178906
4,tanh,1024,10,0.04220148496829422
4,tanh,1024,11,0.041099748579553716
4,tanh,1024,12,0.04015816985868298
4,tanh,1024,13,0.039313013706719975
4,tanh,1024,14,0.03857788046178852
4,tanh,2048,0,0.13068739239042146
4,tanh,2048,1,0.05673468918522852
4,tanh,2048,2,0.05447250436719597
4,tanh,2048,3,0.053450324902002695
4,tanh,2048,4,0.05277170332512171
4,tanh,2048,5,0.05215632096804247
4,tanh,2048,6,0.05152621077803862
4,tanh,2048,7,0.050877061047319955
4,tanh,2048,8,0.05023831866875188
4,tanh,2048,9,0.049626347820645414
4,tanh,2048,10,0.0490495405047828
4,tanh,2048,11,0.048486039164332244
4,tanh,4096,0,0.2009472200099239
4,tanh,4096,1,0.06042318642434641
4,tanh,4096,2,0.057586891920205385
4,tanh,4096,3,0.05588042305188491
4,tanh,4096,4,0.05481525418707606
4,tanh,4096,5,0.05412596664310249
4,tanh,4096,6,0.05364032888468132
4,tanh,4096,7,0.053261625417204375
4,tanh,4096,8,0.05292993679010678
4,tanh,4096,9,0.05261598276210249
4,tanh,8192,0,0.33515310550496047
4,tanh,8192,1,0.06654848609419099
4,tanh,8192,2,0.061352683350570675
4,tanh,8192,3,0.05947722443035447
4,tanh,8192,4,0.05811144997722305
4,tanh,8192,5,0.05704657990395025
4,tanh,8192,6,0.0562048577155209
4,tanh,8192,7,0.055550338698726366
4,tanh,8192,8,0.05502611923400795
4,tanh,8192,9,0.05459780593873819
4,tanh,8192,10,0.0542618272343172
4,tanh,8192,11,0.05398306432285318
4,tanh,16384,0,0.5863151653176224
4,tanh,16384,1,0.08404730073082678
4,tanh,16384,2,0.06911377745456035
4,tanh,16384,3,0.063969401453839
4,tanh,16384,4,0.06193603888924032
4,tanh,16384,5,0.060767936472627695
4,tanh,16384,6,0.05986555268335005
4,tanh,16384,7,0.05909778694354638
4,tanh,16384,8,0.058415038630707024
4,tanh,16384,9,0.05781229012530571
4,tanh,16384,10,0.0572832025682319
4,tanh,16384,11,0.056813019590879164
4,tanh,16384,12,0.05639187579450876
4,tanh,16384,13,0.05602051985949224
5,relu,512,0,0.09154201680438964
5,relu,512,1,0.05239066626636192
5,relu,512,2,0.04881678061521524
5,relu,512,3,0.04570169233166276
5,relu,512,4,0.043011730920022036
5,relu,512,5,0.0409391576558117
5,relu,512,6,0.03938307049939068
5,relu,512,7,0.03819033445595528
5,relu,512,8,0.03724849745171348
5,relu,512,9,0.036482296901660424
5,relu,512,10,0.03581659478909099
5,relu,512,11,0.03529285024930007
5,relu,1024,0,0.1274020766808214
5,relu,1024,1,0.05568011692936555
5,relu,1024,2,0.05332052435850145
5,relu,1024,3,0.051467265552992414
5,relu,1024,4,0.049650490804466756
5,relu,1024,5,0.04798091240908446
5,relu,1024,6,0.046435583569433184
5,relu,1024,7,0.044964622245817855
5,relu,1024,8,0.043601673511017305
5,relu,1024,9,0.042417054633538724
5,relu,1024,10,0.04138329963299255
5,relu,1024,11,0.040488115555534776
5,relu,1024,12,0.03971543923959216
5,relu,1024,13,0.039042580078243724
5,relu,2048,0,0.1963932924125052
5,relu,2048,1,0.05835193587581002
5,relu,2048,2,0.05639373765447294
5,relu,2048,3,0.05495948257646434
5,relu,2048,4,0.053796918644780256
5,relu,2048,5,0.05282782971483413
5,relu,2048,6,0.051913597937794584
5,relu,2048,7,0.05099882870515414
5,relu,2048,8,0.050086613196975396
5,relu,2048,9,0.049207888200785074
5,relu,2048,10,0.04837341544465198
5,relu,4096,0,0.327642214113997
5,relu,4096,1,0.06500629989564968
5,relu,4096,2,0.059001822180363095
5,relu,4096,3,0.057705144434602854
5,relu,4096,4,0.05678287237299744
5,relu,4096,5,0.05599286746702655
5,relu,4096,6,0.05526945388439765
5,relu,4096,7,0.05462612063418769
5,relu,8192,0,0.5693143553512362
5,relu,8192,1,0.08554090160738582
5,relu,8192,2,0.06828419552763867
5,relu,8192,3,0.061711450753384064
5,relu,8192,4,0.059448763974728834
5,relu,8192,5,0.05852779796166372
5,relu,8192,6,0.05792739493569876
5,relu,8192,7,0.05743437405923445
5,relu,8192,8,0.057004186926869926
5,relu,16384,0,0.9204765210977293
5,relu,16384,1,0.2181178911496146
5,relu,16384,2,0.09183382701628297
5,relu,16384,3,0.07926048421283505
5,relu,16384,4,0.07093274869436432
5,relu,16384,5,0.06565487803447015
5,relu,16384,6,0.06256173774562854
5,relu,16384,7,0.060809461752212954
5,relu,16384,8,0.0597949030969354
5,relu,16384,9,0.05915610138202622
5,relu,16384,10,0.05870268868715116
5,relu,16384,11,0.058353581484390085
5,relu,16384,12,0.058062926488544074
5,relu,16384,13,0.057805317363994024
5,tanh,512,0,0.07896635735880472
5,tanh,512,1,0.052602516512372334
5,tanh,512,2,0.050568890092825156
5,tanh,512,3,0.04866390041485246
5,tanh,512,4,0.046789797568833315
5,tanh,512,5,0.044576613921909494
5,tanh,512,6,0.0423379190180285
5,tanh,512,7,0.04061984352686827
5,tanh,512,8,0.039240793803813935
5,tanh,512,9,0.03815056450865016
5,tanh,512,10,0.037400849699289196
5,tanh,512,11,0.03690735279052109
5,tanh,512,12,0.036566451321318624
5,tanh,1024,0,0.1032351852394821
5,tanh,1024,1,0.054701665316823536
5,tanh,1024,2,0.05310525778205425
5,tanh,1024,3,0.052096905168031685
5,tanh,1024,4,0.05107337971184746
5,tanh,1024,5,0.050056766680752984
5,tanh,1024,6,0.049110737067436454
5,tanh,1024,7,0.048208061037394626
5,tanh,1024,8,0.047287627084945535
5,tanh,1024,9,0.04628811258934441
5,tanh,1024,10,0.04517210426575015
5,tanh,1024,11,0.043977447909231956
5,tanh,1024,12,0.04283236704203239
5,tanh,1024,13,0.041838609099775326
5,tanh,1024,14,0.04099406336455306
5,tanh,1024,15,0.040241322335271876
5,tanh,1024,16,0.03955320352073148
5,tanh,2048,0,0.1485772006303221
5,tanh,2048,1,0.057875242922082
5,tanh,2048,2,0.05531666206858824
5,tanh,2048,3,0.054087611706275504
5,tanh,2048,4,0.053368586567080635
5,tanh,2048,5,0.0528351000055175
5,tanh,2048,6,0.052341615642072424
5,tanh,2048,7,0.05184231132411543
5,tanh,2048,8,0.05133365720899291
5,tanh,2048,9,0.050814799370585736
5,tanh,2048,10,0.05030166085867819
5,tanh,4096,0,0.23528133315791316
5,tanh,4096,1,0.06177357139474091
5,tanh,4096,2,0.058772132333287416
5,tanh,4096,3,0.056979441594939916
5,tanh,4096,4,0.05573050320631715
5,tanh,4096,5,0.054892499976851514
5,tanh,4096,6,0.054299078257629516
5,tanh,4096,7,0.05385820856334651
5,tanh,4096,8,0.053521211334058384
5,tanh,4096,9,0.05322900551427343
5,tanh,8192,0,0.3996744325063895
5,tanh,8192,1,0.07059699863195523
5,tanh,8192,2,0.06284699796182026
5,tanh,8192,3,0.06070170703180076
5,tanh,8192,4,0.05929983523555762
5,tanh,8192,5,0.05822458975445675
5,tanh,8192,6,0.05733011852786131
5,tanh,8192,7,0.05658558808661934
5,tanh,8192,8,0.05599283709208279
5,tanh,8192,9,0.05549067506629059
5,tanh,8192,10,0.0550663086321298
5,tanh,8192,11,0.05471222395677048
5,tanh,16384,0,0.7016634384768257
5,tanh,16384,1,0.09765439975095709
5,tanh,16384,2,0.07430660934590735
5,tanh,16384,3,0.066882732214926
5,tanh,16384,4,0.06364793680930794
5,tanh,16384,5,0.062069123497859466
5,tanh,16384,6,0.061070839462920454
5,tanh,16384,7,0.06029157168687686
5,tanh,16384,8,0.05962111784487262
5,tanh,16384,9,0.05902008709987829
5,tanh,16384,10,0.05847155554911556
5,tanh,16384,11,0.05797852744504526
5,sigmoid,512,0,0.16819432083348335
5,sigmoid,512,1,0.05760758869551742
5,sigmoid,512,2,0.05531498952849976
5,sigmoid,512,3,0.05417698285699348
5,sigmoid,512,4,0.053483520614104385
5,sigmoid,512,5,0.052942109936367235
5,sigmoid,512,6,0.05244369793549937
5,sigmoid,512,7,0.05195169548485359
5,sigmoid,512,8,0.05145572488518323
5,sigmoid,512,9,0.050953464233866486
5,sigmoid,512,10,0.050448396272400844
5,sigmoid,512,11,0.049945177924478126
5,sigmoid,1024,0,0.27515393889604994
5,sigmoid,1024,1,0.06119334256085096
5,sigmoid,1024,2,0.05841469190493692
5,sigmoid,1024,3,0.05680027073927222
5,sigmoid,1024,4,0.05569468219391403
5,sigmoid,1024,5,0.054931657545800226
5,sigmoid,1024,6,0.05438299317397945
5,sigmoid,1024,7,0.053966242707880155
5,sigmoid,1024,8,0.05363001904343071
5,sigmoid,1024,9,0.05333728853341428
5,sigmoid,2048,0,0.4797016972815376
5,sigmoid,2048,1,0.07048873985086071
5,sigmoid,2048,2,0.062244905398567155
5,sigmoid,2048,3,0.06014297314756495
5,sigmoid,2048,4,0.05889922321926509
5,sigmoid,2048,5,0.05792654455013872
5,sigmoid,2048,6,0.057126487345736
5,sigmoid,2048,7,0.05646527789662688
5,sigmoid,2048,8,0.05592321495720089
5,sigmoid,2048,9,0.055470405876692386
5,sigmoid,2048,10,0.055090480582983936
5,sigmoid,2048,11,0.05477060335399488
5,sigmoid,4096,0,0.8380891356439794
5,sigmoid,4096,1,0.1208721792704142
5,sigmoid,4096,2,0.07448461699169182
5,sigmoid,4096,3,0.06649033050565137
5,sigmoid,4096,4,0.06303603035841344
5,sigmoid,4096,5,0.06144206737687311
5,sigmoid,4096,6,0.0604916185860412
5,sigmoid,4096,7,0.059772795658384725
5,sigmoid,4096,8,0.05917243059855916
5,sigmoid,4096,9,0.05863414601084508
5,sigmoid,4096,10,0.05814431076242286
5,sigmoid,8192,0,0.9853435446856109
5,sigmoid,8192,1,0.6899154282447847
5,sigmoid,8192,2,0.15460096252545655
5,sigmoid,8192,3,0.08671566514812223
5,sigmoid,8192,4,0.0773491296813311
5,sigmoid,8192,5,0.0715556425529124
5,sigmoid,8192,6,0.06771246202776676
5,sigmoid,8192,7,0.065196772867375
5,sigmoid,8192,8,0.06358021485161983
5,sigmoid,8192,9,0.062493996587732026
5,sigmoid,8192,10,0.06172044906792813
5,sigmoid,8192,11,0.06114692678229315
5,sigmoid,8192,12,0.06068986552891481
5,sigmoid,16384,0,0.9962120321023443
5,sigmoid,16384,1,0.9749377826933943
5,sigmoid,16384,2,0.8587341316840522
5,sigmoid,16384,3,0.5208869163578501
5,sigmoid,16384,4,0.20192898433310225
5,sigmoid,16384,5,0.10715592422402627
5,sigmoid,16384,6,0.08985578849020104
5,sigmoid,16384,7,0.08351723146773701
5,sigmoid,16384,8,0.07911938137810233
5,sigmoid,16384,9,0.07560073474679489
5,sigmoid,16384,10,0.07272274950741844
5,sigmoid,16384,11,0.0703789170473847
5,sigmoid,16384,12,0.06848076822587341
5,sigmoid,16384,13,0.06694780091361233
5,sigmoid,16384,14,0.06570310267766807
5,sigmoid,16384,15,0.06471338648103801
5,sigmoid,16384,16,0.06390868246576062
5,sigmoid,16384,17,0.06324768929444911
5,sigmoid,16384,18,0.06271327706900667
5,sigmoid,16384,19,0.0622703772736324
5,sigmoid,16384,20,0.061892163872869076
