train_loss,epoch,rank
0.2324106388287602,0,0
0.059718537732307626,1,0
0.057159382781338315,2,0
0.05563245107352818,3,0
0.05467104373009146,4,0
0.054032527836783015,5,0
0.05357510246302117,6,0
0.05319020681307392,7,0
0.05285594853395029,8,0
0.05253955084645614,9,0
0.052232523442931784,10,0
0.05192642470605608,11,0
0.051617084313524006,12,0
0.05130640801284739,13,0
0.050993674570894786,14,0
0.05068604520570468,15,0
0.05036594452521498,16,0
0.050048900551342916,17,0
0.04973624192226639,18,0
0.04943127784182241,19,0
0.049118151251980754,20,0
0.04881233905327565,21,0
0.04850966848085001,22,0
0.04820879590122412,23,0
0.04790519459374237,24,0
0.047605005214370326,25,0
0.04730103642163934,26,0
0.04699499454009083,27,0
0.046685115868536284,28,0
0.046369558799995325,29,0
0.046041915465436,30,0
0.04570584987645746,31,0
0.045359437907959495,32,0
0.04499933295446168,33,0
0.04463327294313767,34,0
0.04424665988595381,35,0
0.04385609548361503,36,0
0.043460358959507145,37,0
0.043055556417868075,38,0
0.04265891418573156,39,0
0.04227444062683878,40,0
0.04189261369346973,41,0
0.04153490153532052,42,0
0.041193637678808535,43,0
0.04087415856550332,44,0
0.04057764192676819,45,0
0.04030521250478806,46,0
0.040048446499762844,47,0
0.039816373229974555,48,0
0.0395969712930909,49,0
0.23711813800390336,0,1
0.05994210988788212,1,1
0.057367008106878115,2,1
0.05587997713090839,3,1
0.054940567676405316,4,1
0.05431093691171565,5,1
0.053834465207583546,6,1
0.05344541389461728,7,1
0.05308698699215265,8,1
0.05274720115375496,9,1
0.05241079903875193,10,1
0.052071629526768796,11,1
0.051727645803094725,12,1
0.051383431086904394,13,1
0.05102691107128783,14,1
0.050657634044428836,15,1
0.05028105697460455,16,1
0.04989897409219992,17,1
0.0494983335810523,18,1
0.04908381783728793,19,1
0.048657758712324126,20,1
0.04821163565905092,21,1
0.04775555981365193,22,1
0.04728062851637194,23,1
0.046800896872387567,24,1
0.04631514334646548,25,1
0.04582887524636812,26,1
0.04534809963738223,27,1
0.0448803084165581,28,1
0.04442906506998045,29,1
0.04399485169746834,30,1
0.04358629034142459,31,1
0.043201379960696,32,1
0.04283697467401338,33,1
0.04249973578922811,34,1
0.04218681360225193,35,1
0.041893979450709176,36,1
0.041623490313851215,37,1
0.041366631623770446,38,1
0.04112825597623241,39,1
0.04090727543890216,40,1
0.04069906394763783,41,1
0.04050547499893933,42,1
0.04032459722022322,43,1
0.040152128915277176,44,1
0.03999016215328298,45,1
0.039837516837272394,46,1
0.039695462571178196,47,1
0.03955889345009789,48,1
0.039431966491096745,49,1
0.23786299878098066,0,2
0.05982222153773446,1,2
0.05727116069270543,2,2
0.055772438766242875,3,2
0.0548254006526268,4,2
0.054193513358131926,5,2
0.0537300128632754,6,2
0.053351825822149535,7,2
0.05301352218296534,8,2
0.05269063354460829,9,2
0.052376341592175295,10,2
0.05205479787962425,11,2
0.05173551899765116,12,2
0.0514179741666836,13,2
0.05109624941134289,14,2
0.0507722181027667,15,2
0.050454175477352425,16,2
0.050137556183574114,17,2
0.049823114008959515,18,2
0.049513565461653024,19,2
0.049206120177728324,20,2
0.048901953423949526,21,2
0.04860208271325608,22,2
0.04830498899656989,23,2
0.04801128747953322,24,2
0.047719334791462065,25,2
0.04742773985517348,26,2
0.047133091680514,27,2
0.04683981147712507,28,2
0.046537049617927144,29,2
0.04623396420339659,30,2
0.04592573115171986,31,2
0.04561090346823447,32,2
0.04528544302798144,33,2
0.04494838757340221,34,2
0.04460384322744156,35,2
0.04425147686945423,36,2
0.043883918355993895,37,2
0.04351074597291941,38,2
0.04313493150000392,39,2
0.04275471185959809,40,2
0.04237789526657828,41,2
0.042007727509153166,42,2
0.04164536071288244,43,2
0.04129840165769821,44,2
0.04097033866424664,45,2
0.04065794765775063,46,2
0.04036438568364057,47,2
0.04009033835020107,48,2
0.03984101735109744,49,2
0.2445219144905138,0,3
0.05971610235883173,1,3
0.05712170461105973,2,3
0.05563246038399664,3,3
0.054707825544227415,4,3
0.05409069569668256,5,3
0.053629809476268206,6,3
0.05325128264719989,7,3
0.05290662123425184,8,3
0.05256520291692663,9,3
0.05223120488539048,10,3
0.05189394094506812,11,3
0.05155215977435656,12,3
0.05120162671751085,13,3
0.05085165300415109,14,3
0.05050444742959968,15,3
0.05015005252059869,16,3
0.049803029097722946,17,3
0.04945352465865475,18,3
0.04911090514155349,19,3
0.04876832360192698,20,3
0.04842787660865656,21,3
0.04808466800883813,22,3
0.04774448792715483,23,3
0.047398754387268795,24,3
0.04704798984855005,25,3
0.04669000135559966,26,3
0.04632437254761714,27,3
0.045946460931558686,28,3
0.04555684741251263,29,3
0.045156023291478616,30,3
0.04474390325076314,31,3
0.04431772599909809,32,3
0.04388682819562797,33,3
0.043451017463117414,34,3
0.04301884966517379,35,3
0.04259148904858185,36,3
0.042179626899550744,37,3
0.04178833100247032,38,3
0.04141467574357033,39,3
0.041067902565067683,40,3
0.04074867644582075,41,3
0.04046086968072149,42,3
0.040191620192534035,43,3
0.03994858723969014,44,3
0.03972853338435824,45,3
0.039523319503768,46,3
0.03934221304881465,47,3
0.03917495614511976,48,3
0.03902185473009477,49,3
