train_loss,epoch,rank
0.11299523549534213,0,0
0.054525541898397666,1,0
0.051988346798302464,2,0
0.04972819111489411,3,0
0.04764769779287225,4,0
0.04575217304748696,5,0
0.04397872887530796,6,0
0.04243210636201619,7,0
0.041140127666768916,8,0
0.040059364724783324,9,0
0.03915885019138511,10,0
0.03839208088423836,11,0
0.03773101349016432,12,0
0.03715826844688571,13,0
0.0366639480582272,14,0
0.03620737908782373,15,0
0.03578768607215107,16,0
0.03543648461098364,17,0
0.035125838054099995,18,0
0.034852790555680364,19,0
0.034603054396632374,20,0
0.03438327851672284,21,0
0.03419035653016917,22,0
0.034019850255275,23,0
0.033868980032772514,24,0
0.033739459800599496,25,0
0.033626430728976434,26,0
0.03352806520428812,27,0
0.03344417744559526,28,0
0.033367788310608944,29,0
0.03329005758825356,30,0
0.03318089097489339,31,0
0.03306790676855926,32,0
0.032998768214854625,33,0
0.03295109261986317,34,0
0.03290030835984427,35,0
0.032850848862863526,36,0
0.03280465311890269,37,0
0.032757262178072184,38,0
0.032716161507234,39,0
0.032679372201929166,40,0
0.03262926441263112,41,0
0.03257954376091793,42,0
0.03250647349332544,43,0
0.03238674798359103,44,0
0.03231946403860961,45,0
0.03228409208759394,46,0
0.032254424036530026,47,0
0.03223078065762183,48,0
0.03220326011175647,49,0
0.10956219863523727,0,1
0.05558015916996087,1,1
0.05280475561916323,2,1
0.050398428069456734,3,1
0.04825814378687711,4,1
0.04635793635301674,5,1
0.04461621042913375,6,1
0.04307092519449635,7,1
0.041728295660314295,8,1
0.04059111503893381,9,1
0.039627130861340204,10,1
0.0388048213138461,11,1
0.03810050537779883,12,1
0.03749962039598578,13,1
0.03698050246515841,14,1
0.036522267870108774,15,1
0.036127921702329605,16,1
0.03579107090044996,17,1
0.035502794624644764,18,1
0.03526112135062526,19,1
0.03505607696259356,20,1
0.03487912934229135,21,1
0.03472950882066819,22,1
0.03459926917792826,23,1
0.034488881418582175,24,1
0.034390320846570635,25,1
0.034302094545158195,26,1
0.03422354107120787,27,1
0.03415689522351905,28,1
0.034095734639774944,29,1
0.034039086296422535,30,1
0.03398680824591321,31,1
0.033936789532500664,32,1
0.033890126125641545,33,1
0.033832906907665286,34,1
0.03369037457736821,35,1
0.03353983620746116,36,1
0.0334631392455694,37,1
0.03340355403423452,38,1
0.03335774915044871,39,1
0.03331408677831678,40,1
0.03327514682897274,41,1
0.033238811020136184,42,1
0.033205397835170854,43,1
0.03317012734588618,44,1
0.03313916692179742,45,1
0.03310827735704347,46,1
0.033083061245121025,47,1
0.03305710158527494,48,1
0.03303601981332811,49,1
0.11529735808214493,0,2
0.05482756615211425,1,2
0.05213804755603921,2,2
0.04981430207117848,3,2
0.04765767870491832,4,2
0.04576676655255703,5,2
0.04410471167534884,6,2
0.04262966429695297,7,2
0.04134691351440326,8,2
0.04025362022066815,9,2
0.03932941001273692,10,2
0.03853661160665322,11,2
0.03784930726067701,12,2
0.03723850938568012,13,2
0.03669698215298537,14,2
0.03621607506283562,15,2
0.03580339604862294,16,2
0.03545119980621775,17,2
0.03515011908239831,18,2
0.03489287098329661,19,2
0.034669893428790614,20,2
0.034477151881498365,21,2
0.034311888563460465,22,2
0.034165442147554834,23,2
0.03404035878389652,24,2
0.03392791640011359,25,2
0.03383032124530496,26,2
0.03374224169421395,27,2
0.03357032261307615,28,2
0.03338654069095024,29,2
0.03328794192236971,30,2
0.033202697558044315,31,2
0.03311936873393652,32,2
0.033039838060312236,33,2
0.03294398241690753,34,2
0.03286021674695604,35,2
0.032791718767558986,36,2
0.03273021224030159,37,2
0.032674746977214175,38,2
0.032623129360214866,39,2
0.03257385207018596,40,2
0.03252978522849254,41,2
0.032489026406196164,42,2
0.03244924445260212,43,2
0.03241343993656279,44,2
0.032382400293152896,45,2
0.032352809742164326,46,2
0.03232139846569238,47,2
0.03229251594003939,48,2
0.032272109628322485,49,2
0.11415988741413002,0,3
0.05490140149649466,1,3
0.052223180024396645,2,3
0.04992434697791435,3,3
0.04779875446302904,4,3
0.045898171487140024,5,3
0.044147732771904036,6,3
0.04259736592002815,7,3
0.04127309211670215,8,3
0.04015667187225622,9,3
0.03922859743619236,10,3
0.03844460795045105,11,3
0.03777360433434509,12,3
0.03718389128241276,13,3
0.036667028022386555,14,3
0.03621687086929451,15,3
0.03581812709112958,16,3
0.035480222603269766,17,3
0.03518034476785085,18,3
0.03492906603247293,19,3
0.03471361230978177,20,3
0.03452606939192636,21,3
0.03436532325204006,22,3
0.034197655524680154,23,3
0.03403872340126987,24,3
0.03393091440906822,25,3
0.03383836887225576,26,3
0.03375974883081826,27,3
0.03369108419119913,28,3
0.03362983657180824,29,3
0.03357464511310076,30,3
0.03350826647529122,31,3
0.033364476344726474,32,3
0.03326417456333687,33,3
0.033196351322650725,34,3
0.03312567442194123,35,3
0.03305674814346269,36,3
0.032993840578992,37,3
0.03293181802957865,38,3
0.03282890678974273,39,3
0.032730566679440645,40,3
0.032668514186828125,41,3
0.03260850882732293,42,3
0.03254786419387412,43,3
0.03249173148586912,44,3
0.03244031025294494,45,3
0.032391749031487525,46,3
0.03235214290066427,47,3
0.03231570462412597,48,3
0.032282307382298724,49,3
